fan
id,AUC,pAUC
00,0.8076412776412777,0.6614509246088194
02,0.9667409470752089,0.8558129306553293
04,0.8163936781609196,0.7173321234119782
06,1.0,1.0
Average,0.8976939757193515,0.8086489946690317
pump
id,AUC,pAUC
00,0.7163986013986015,0.6496135443503864
02,0.7123423423423424,0.541488857278331
04,0.9943000000000001,0.9815789473684211
06,0.9021078431372548,0.7456140350877194
Average,0.8312871967195496,0.7295738460212144
slider
id,AUC,pAUC
00,0.9898595505617978,0.9488468361916026
02,0.9640449438202247,0.8184506209343583
04,0.9999438202247192,0.9997043169722057
06,0.9968539325842697,0.9834417504435244
Average,0.9876755617977528,0.9376108811354227
valve
id,AUC,pAUC
00,1.0,1.0
02,0.9999166666666668,0.999561403508772
04,0.9895833333333334,0.9508771929824562
06,0.8409166666666668,0.7004385964912281
Average,0.9576041666666667,0.912719298245614
Total Average,0.9185652252258302,0.8471382550178207
