DateTime,Latent Size,Epoch,Fault,AUC,Validation Loss
2025-03-23 01:00:27,512,1,Total,0.748090527755314,37660.77539300398
2025-03-23 01:00:27,512,1,ball,0.6881608212428347,37660.77539300398
2025-03-23 01:00:27,512,1,inner,1.0,37660.77539300398
2025-03-23 01:00:27,512,1,outer,0.5561107620231074,37660.77539300398
2025-03-23 01:01:42,512,1,Total,0.7480859019479111,37701.2462077308
2025-03-23 01:01:42,512,1,ball,0.6881548804851039,37701.2462077308
2025-03-23 01:01:42,512,1,inner,1.0,37701.2462077308
2025-03-23 01:01:42,512,1,outer,0.5561028253586292,37701.2462077308
2025-03-23 01:02:49,512,1,Total,0.7480887823152957,37655.00648165311
2025-03-23 01:02:49,512,1,ball,0.6881588253360872,37655.00648165311
2025-03-23 01:02:49,512,1,inner,1.0,37655.00648165311
2025-03-23 01:02:49,512,1,outer,0.5561075216097998,37655.00648165311
2025-03-23 01:04:11,512,1,Total,0.7480862933021752,37687.18676296083
2025-03-23 01:04:11,512,1,ball,0.6881561719541759,37687.18676296083
2025-03-23 01:04:11,512,1,inner,1.0,37687.18676296083
2025-03-23 01:04:11,512,1,outer,0.55610270795235,37687.18676296083
2025-03-23 01:08:00,512,1,Total,0.7480891971508158,37695.42100384909
2025-03-23 01:08:00,512,1,ball,0.6881592949612043,37695.42100384909
2025-03-23 01:08:00,512,1,inner,1.0,37695.42100384909
2025-03-23 01:08:00,512,1,outer,0.5561082964912428,37695.42100384909
2025-03-23 01:09:31,512,1,Total,0.7480873734399445,37682.82042626266
2025-03-23 01:09:31,512,1,ball,0.6881556788478029,37682.82042626266
2025-03-23 01:09:31,512,1,inner,1.0,37682.82042626266
2025-03-23 01:09:31,512,1,outer,0.5561064414720305,37682.82042626266
2025-03-23 01:10:30,512,1,Total,0.7480888527590632,37657.59629882413
2025-03-23 01:10:30,512,1,ball,0.6881587783735754,37657.59629882413
2025-03-23 01:10:30,512,1,inner,1.0,37657.59629882413
2025-03-23 01:10:30,512,1,outer,0.556107779903614,37657.59629882413
2025-03-23 01:13:57,512,1,Total,0.731366903389034,131457.0373400255
2025-03-23 01:13:57,512,1,ball,0.6589200359920689,131457.0373400255
2025-03-23 01:13:57,512,1,inner,1.0,131457.0373400255
2025-03-23 01:13:57,512,1,outer,0.535180674175033,131457.0373400255
