DateTime,Latent Size,Epoch,Fault,AUC,Validation Loss
2025-02-27 16:36:29,2048,100,Total,0.7481167563181015,9.143306614615987
2025-02-27 16:36:29,2048,100,ball,0.6882040502348596,9.143306614615987
2025-02-27 16:36:29,2048,100,inner,1.0,9.143306614615987
2025-02-27 16:36:29,2048,100,outer,0.556146218719445,9.143306614615987
2025-02-27 16:40:06,1024,100,Total,0.7481167563181015,9.14337951094648
2025-02-27 16:40:06,1024,100,ball,0.6882040502348596,9.14337951094648
2025-02-27 16:40:06,1024,100,inner,1.0,9.14337951094648
2025-02-27 16:40:06,1024,100,outer,0.556146218719445,9.14337951094648
2025-02-27 16:44:21,512,100,Total,0.7548144714666738,9.142451901652029
2025-02-27 16:44:21,512,100,ball,0.7063234082761095,9.142451901652029
2025-02-27 16:44:21,512,100,inner,1.0,9.142451901652029
2025-02-27 16:44:21,512,100,outer,0.5581200061239115,9.142451901652029
2025-02-27 16:49:42,256,100,Total,0.7481167563181015,9.143330367588137
2025-02-27 16:49:42,256,100,ball,0.6882040502348596,9.143330367588137
2025-02-27 16:49:42,256,100,inner,1.0,9.143330367588137
2025-02-27 16:49:42,256,100,outer,0.556146218719445,9.143330367588137
2025-02-27 16:53:14,128,100,Total,0.7481167563181015,9.143307069585092
2025-02-27 16:53:14,128,100,ball,0.6882040502348596,9.143307069585092
2025-02-27 16:53:14,128,100,inner,1.0,9.143307069585092
2025-02-27 16:53:14,128,100,outer,0.556146218719445,9.143307069585092
2025-02-27 16:56:57,100,100,Total,0.7481167563181015,9.143340230480273
2025-02-27 16:56:57,100,100,ball,0.6882040502348596,9.143340230480273
2025-02-27 16:56:57,100,100,inner,1.0,9.143340230480273
2025-02-27 16:56:57,100,100,outer,0.556146218719445,9.143340230480273
2025-03-26 02:35:09,2048,100,Total,0.7481167563181015,9.143307069585092
2025-03-26 02:35:09,2048,100,ball,0.6882040502348596,9.143307069585092
2025-03-26 02:35:09,2048,100,inner,1.0,9.143307069585092
2025-03-26 02:35:09,2048,100,outer,0.556146218719445,9.143307069585092
2025-03-26 02:40:42,1024,100,Total,0.7481167563181015,9.143307762288593
2025-03-26 02:40:42,1024,100,ball,0.6882040502348596,9.143307762288593
2025-03-26 02:40:42,1024,100,inner,1.0,9.143307762288593
2025-03-26 02:40:42,1024,100,outer,0.556146218719445,9.143307762288593
2025-03-26 02:46:36,512,100,Total,0.7481167563181015,9.143307933773373
2025-03-26 02:46:36,512,100,ball,0.6882040502348596,9.143307933773373
2025-03-26 02:46:36,512,100,inner,1.0,9.143307933773373
2025-03-26 02:46:36,512,100,outer,0.556146218719445,9.143307933773373
2025-03-26 02:51:47,256,100,Total,0.7481167563181015,9.144728973390908
2025-03-26 02:51:47,256,100,ball,0.6882040502348596,9.144728973390908
2025-03-26 02:51:47,256,100,inner,1.0,9.144728973390908
2025-03-26 02:51:47,256,100,outer,0.556146218719445,9.144728973390908
2025-03-26 02:56:45,128,100,Total,0.7481167563181015,9.143307069585092
2025-03-26 02:56:45,128,100,ball,0.6882040502348596,9.143307069585092
2025-03-26 02:56:45,128,100,inner,1.0,9.143307069585092
2025-03-26 02:56:45,128,100,outer,0.556146218719445,9.143307069585092
2025-03-26 03:51:48,2048,100,Total,0.7481167563181015,9.14333554605026
2025-03-26 03:51:48,2048,100,ball,0.6882040502348596,9.14333554605026
2025-03-26 03:51:48,2048,100,inner,1.0,9.14333554605026
2025-03-26 03:51:48,2048,100,outer,0.556146218719445,9.14333554605026
2025-03-26 03:56:18,1024,100,Total,0.7481167563181015,9.143360862715683
2025-03-26 03:56:18,1024,100,ball,0.6882040502348596,9.143360862715683
2025-03-26 03:56:18,1024,100,inner,1.0,9.143360862715683
2025-03-26 03:56:18,1024,100,outer,0.556146218719445,9.143360862715683
2025-03-26 04:01:23,512,100,Total,0.7481167563181015,9.143311521282996
2025-03-26 04:01:23,512,100,ball,0.6882040502348596,9.143311521282996
2025-03-26 04:01:23,512,100,inner,1.0,9.143311521282996
2025-03-26 04:01:23,512,100,outer,0.556146218719445,9.143311521282996
2025-03-26 04:05:41,256,100,Total,0.7481167563181015,9.143338490017547
2025-03-26 04:05:41,256,100,ball,0.6882040502348596,9.143338490017547
2025-03-26 04:05:41,256,100,inner,1.0,9.143338490017547
2025-03-26 04:05:41,256,100,outer,0.556146218719445,9.143338490017547
2025-03-26 04:09:50,128,100,Total,0.7481167563181015,9.143309784005595
2025-03-26 04:09:50,128,100,ball,0.6882040502348596,9.143309784005595
2025-03-26 04:09:50,128,100,inner,1.0,9.143309784005595
2025-03-26 04:09:50,128,100,outer,0.556146218719445,9.143309784005595
