fan
id,AUC,pAUC
00,0.566081081081081,0.5311004784688995
02,0.9924791086350976,0.9640815129746372
04,0.7838218390804599,0.7187689050211736
06,1.0,1.0
Average,0.8355955071991596,0.8034877241161775
pump
id,AUC,pAUC
00,0.8382867132867133,0.8060360691939639
02,0.7292792792792794,0.6346609767662399
04,0.9988000000000001,0.9936842105263157
06,0.9624509803921568,0.8875128998968009
Average,0.8822042432395374,0.83047353909583
slider
id,AUC,pAUC
00,0.999438202247191,0.997043169722058
02,0.9741947565543071,0.8649714173073133
04,0.996123595505618,0.9795978710821999
06,0.9995505617977528,0.9976345357776464
Average,0.9923267790262172,0.9598117484723043
valve
id,AUC,pAUC
00,1.0,1.0
02,0.788625,0.7157894736842105
04,0.9932500000000001,0.9697368421052631
06,0.99725,0.9864035087719298
Average,0.9447812500000001,0.9179824561403509
Total Average,0.9137269448662286,0.8779388669561656
