fan
id,AUC,pAUC
00,0.5245458771257298,0.5336429501695246
04,0.8490512286959968,0.7602930234822094
Average,0.6867985529108633,0.646967986825867
pump
id,AUC,pAUC
00,0.7939752555137171,0.7213607151038142
04,0.9917999999999999,0.9636842105263159
Average,0.8928876277568585,0.842522462815065
slider
id,AUC,pAUC
00,0.9667813407398056,0.883105535584954
04,0.9989269031687918,0.9943521219410096
Average,0.9828541219542988,0.9387288287629818
valve
id,AUC,pAUC
00,0.9999293835181131,0.9996283343058585
04,0.9743750000000001,0.9082602339181287
Average,0.9871521917590567,0.9539442841119936
Total Average,0.8874231235952693,0.8455408906289767
