fan
id,AUC,pAUC
00,0.5248024437213626,0.5340687077399867
04,0.8443899458316818,0.7600670324245016
Average,0.6845961947765222,0.6470678700822441
pump
id,AUC,pAUC
00,0.7901364369895839,0.7229049934239482
04,0.9914000000000001,0.9626315789473685
Average,0.890768218494792,0.8427682861856584
slider
id,AUC,pAUC
00,0.96690758742583,0.8865939308566834
04,0.9995896982704203,0.9978405172127389
Average,0.9832486428481252,0.9422172240347111
valve
id,AUC,pAUC
00,1.0,1.0
04,0.9794444444444446,0.9137426900584795
Average,0.9897222222222223,0.9568713450292398
Total Average,0.8870838195854155,0.8472311813329634
