fan
id,AUC,pAUC
00,0.9305157290415277,0.8664189859068949
04,0.999632547232131,0.9980660380638477
Average,0.9650741381368293,0.9322425119853713
pump
id,AUC,pAUC
00,0.9664531272922882,0.9428874401270426
04,0.99525,0.9815789473684211
Average,0.9808515636461441,0.9622331937477319
slider
id,AUC,pAUC
00,0.7396122648655473,0.8551153163808397
04,0.9999999999999999,1.0
Average,0.8698061324327736,0.9275576581904199
valve
id,AUC,pAUC
00,0.9990819857354707,0.9951683459761613
04,0.9352430555555555,0.7929459064327485
Average,0.9671625206455131,0.894057126204455
Total Average,0.945723588715315,0.9290226225319945
